Retailer Name,Street Address,City,State,Zip,Minor Involved,Sale to Minor,Product Type,Brand,Inspection Date,Decision Date,Inspection Result,Link,Charges
"CIRCLE K STORE #3909","1834  MADISON   AVE","MEMPHIS","TN",38104,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"STOP & GO #4","348 ANDREWS AVE","OZARK","AL",36360,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"WAL-MART SUPERCENTER #403","13675 HIGHWAY 43","RUSSELLVILLE","AL",35653,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"ALBERTSONS #467","3905 BRIDGEPORT WAY W","UNIVERSITY PLACE","WA",98466,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"CVS PHARMACY 4826","176 ANDREWS AVENUE","OZARK","AL",36360,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"LEP-RE-KON HARVEST FOODS #5","2709 W BROADWAY","MOSES LAKE","WA",98837,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"STAR FOOD MART 5","168 EAST ROY PARKER ROAD","OZARK","AL",36360,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"RITE AID #5264","11220 CANYON RD E","PUYALLUP","WA",98373,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"RITE AID #5293","500 S PIONEER WAY","MOSES LAKE","WA",98837,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"KROGER LPI #572","HIGHWAY 1","DE WITT","AR",72042,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"SUN VALLEY MARKET & DELI #620","805 E BROAD ST","OZARK","AL",36360,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"BEELINE 636","1117 US HWY 231","OZARK","AL",36360,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"MURPHY USA #6885","1579 S US HIGHWAY 231","OZARK","AL",36360,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"7-ELEVEN","1306 WASHINGTON ST","BOSTON","MA",02118,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"7-ELEVEN","1747 WASHINGTON ST","BOSTON","MA",02118,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"TOBACCO SUPERSTORE #7","1620 BRENTWOOD","PINE BLUFF","AR",71601,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"MURPHY USA #7171","13669 HIGHWAY 43","RUSSELLVILLE","AL",35653,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"RITE AID # 7193","1810  UNION   AVE","MEMPHIS","TN",38104,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"WAL-MART SUPERCENTER #740","1537 HWY 231 SOUTH","OZARK","AL",36360,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"76 DISCOUNT LIQUORS","65 SOUTHWICK RD","WESTFIELD","MA",01085,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"FOOD LION #794","1312  DECATUR PIKE","ATHENS","TN",37303,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"QUALITY FOOD CENTER / QFC #849","2711 RAINIER AVE S","SEATTLE","WA",98144,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"CIRCLE K # 9814","1725 N GERMANTOWN  PKWY","CORDOVA","TN",38018,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"CIRCLE K #9818","1685  UNION  AVE","MEMPHIS","TN",38104,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"ARSENAL LOBBY SHOP","311 ARSENAL ST","WATERTOWN","MA",02472,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"BELMONT AUTO CLINIC","180 BELMONT ST","WATERTOWN","MA",02472,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"FLYING B","1307 DOLARWAY RD","ELLENSBURG","WA",98926,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"BIG B MINI MART","1611 S CANYON RD","ELLENSBURG","WA",98926,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"SMOKE & BARREL TAVERN","324 WEST DICKSON SUITE B","FAYETTEVILLE","AR",72701,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"HUMBOLDT DISCOUNT BEER & GROCERY","1007  GIBSON WELLS  RD","HUMBOLDT","TN",38343,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"BEMIS MARKET","129 WALTHAM ST","WATERTOWN","MA",02472,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"COUNTRY BOYS","21030 MAIN ST","RANBURNE","AL",36273,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"BROCKTON FOOD MART","1293 MAIN ST","BROCKTON","MA",02301,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"TENACIOUS BROTHERS PUB","118 S 7TH","GRAND JUNCTION","CO",81501,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"SHAN LLC DBA BUERKLEY FOOD MART","902 N. BUERKLE STREET","STUTTGART","AR",72160,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"CASA CUONG","629 TREMONT ST","BOSTON","MA",02118,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"CEDAR CREEK CHEVRON","11477 HWY 43S","RUSSELLVILLE","AL",35653,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"STATELINE FUEL CENTER","6658 HIGHWAY 46","HEFLIN","AL",36264,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"CHEAHA STATE PARK","3 MI OFF RT 49 IN CHEAHA STATE PARK","DELTA","AL",36258,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"CHEAHA COUNTRY STORE","3412 US HIGHWAY 431 S","HEFLIN","AL",36264,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"DOWNTOWN CHEVRON","109 EAST MADISON STREET","RUSSELLVILLE","AL",35653,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"HEFLIN CHEVRON FOOD MART","2216 ALMON STREET","HEFLIN","AL",36264,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"WILCOX ROAD CHEVRON","27601 COUNTY ROAD 64","ROBERTSDALE","AL",36567,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"CHILDREES COUNTRY CORNER","841 HIGHWAY 105","OZARK","AL",36360,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"CIGAR LAND","11012 CANYON RD E STE 42","PUYALLUP","WA",98373,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"DISCOUNT CIGARETTES AND WINE","1840 E MAIN ST STE E","MONTROSE","CO",81401,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"CITGO","22197 COUNTY ROAD 87","ROBERTSDALE","AL",36567,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"CLONCE'S MARKET","4123  TAZEWELL HIGHWAY","SNEEDVILLE","TN",37869,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"CONOCO","10038 W REMINGTON AVE","LITTLETON","CO",80127,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"CONVENIENCE STORE AND GAS STATION","1464  WILL LOGAN RD","OZARK","AL",36360,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"CONVENIENCE PLUS","99 SCHOOL ST","WATERTOWN","MA",02472,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"SUNSHINE CONVENIENCE","2 BELMONT ST","EASTON","MA",02375,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"COOLIDGE LIQUORS","608 MOUNT AUBURN ST","WATERTOWN","MA",02472,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"ECHO COUNTRY STORE","11496 E HIGHWAY 27","OZARK","AL",36360,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"MOOSE'S COUNTRY STORE","1277 HWY 31","FLOYD","AR",72143,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"CUMBERLAND FARMS","1813 MAIN ST","BROCKTON","MA",02301,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"DEFTOS LIQUOR STORE","1032 MAIN ST","BROCKTON","MA",02301,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"THOMAS DISCOUNT TOBACCO LLC","14001 HIGHWAY 43 STE 16","RUSSELLVILLE","AL",35653,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"DON QUIJOTE MARKET","1641 WASHINGTON ST","BOSTON","MA",02118,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"EAGLE LIQUOR MART","94 MARKET ST UNIT 102","EAGLE","CO",81631,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"EASTSIDE LIQUOR","320 E EDISON","BRUSH","CO",80723,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"JR'S ECONOMART","619 UNIVERSITY WAY","ELLENSBURG","WA",98926,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"THE WINE EMPORIUM","474 COLUMBUS AVE","BOSTON","MA",02118,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"THE WINE EMPORIUM","607 TREMONT ST","BOSTON","MA",02118,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"ETOWAH SHELL","901 S TENNESSEE  AVE","ETOWAH","TN",37331,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"EXXON","19040 US HIGHWAY 90","ROBERTSDALE","AL",36567,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"EXXON FOOD MART","8518 US HIGHWAY 431","HEFLIN","AL",36264,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"FAST STOP","6101 ANDREWS AVENUE","OZARK","AL",36360,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"VALUE FOODS","22927 MAIN STREET","RANBURNE","AL",36273,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"OUTPOST FOOD STORE","27600 COUNTY ROAD 64 S SIDE I-10 & COUNTY RD 64","ROBERTSDALE","AL",36567,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"WESLEY FOOD MART INC.","195 S. PARK AVE.","STUTTGART","AR",72160,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"SHELL FOOD MART","1508 HWY 84 EAST","HAYTI","MO",63851,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"GARCIAS GROCERY AND TROPICAL","886 MAIN ST","BROCKTON","MA",02301,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"GIANNAROS","430 MAIN ST","BROCKTON","MA",02301,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"RAYS SOUTHSIDE GROCERY","12301 HWY 43 S","RUSSELLVILLE","AL",35653,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"RICKEYS GROCERY","11542 COUNTY ROAD 49","HEFLIN","AL",36264,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"NORTHSIDE GROCERY","1330 WATERLOO RD","RUSSELLVILLE","AL",35653,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"HATTIE'S GROCERIES","1293 S LAUDERDALE","MEMPHIS","TN",38106,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"GULF","785 TREMONT ST","BOSTON","MA",02118,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"ROGERS' RECREATION HALL","406 W. DICKSON","FAYETTEVILLE","AR",72701,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"HAPPY'S MARKET","207 W UNIVERSITY AVE","ELLENSBURG","WA",98926,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"HAPPY HOUND WINE & LIQOURS","10181 W BOWLES AVE A","LITTLETON","CO",80127,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"RANBURNE SUPER MARKET AND HARDWARE INC","21434 MAIN ST HIGHWAY 46","RANBURNE","AL",36273,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"HOP-IN","1856  POPLAR","MEMPHIS","TN",38104,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"VILLAGE LIQUOR STORE INC","631 W PLATTE AV","FT MORGAN","CO",80701,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"JUMPIN JAX","21335 MAIN STREET","RANBURNE","AL",36273,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"MOSES LAKE MARKET","2481 S MAIERS RD","MOSES LAKE","WA",98837,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"PRIMAVERA LIQUORS","448 GRAND AVE","EAGLE","CO",81631,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"LIQUORS","2151 N FRONTAGE RD W","VAIL","CO",81657,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"LIQUOR","11614 W BELLEVIEW AVE #C","LITTLETON","CO",80127,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"A & M VARIETY","485 ARSENAL ST","WATERTOWN","MA",02472,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"MICAVILLE MOUNTAIN MARKET","2685 COUNTY ROAD 10","HEFLIN","AL",36264,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"TREMONT MARKET","748 TREMONT ST","BOSTON","MA",02118,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"THE TEMPO MARKET","496 N WATKINS","MEMPHIS","TN",38104,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"MINUTE MART","3111 RAINIER AVE S","SEATTLE","WA",98144,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"THE PADDY","4379 HWY 165 S.","GILLETT","AR",72055,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"WALGREENS PHARMACY","25 OAK ST","BROCKTON","MA",02301,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"SUPER SAV","420 N UNION AVE","OZARK","AL",36360,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"SECOND STREET SHOPPERS","99 S SECOND  ST","MEMPHIS","TN",38103,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"STOP AND SHOP","89 FRENCH KING HWY","GREENFIELD","MA",01301,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"SMOKES","16367 S TOWNSEND AVE UNIT #7","MONTROSE","CO",81401,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"WHOLLY SMOKES","11904 MERIDIAN E #B","PUYALLUP","WA",98373,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"VFW POST 1046","283 NORTH QUINCY STREET","BROCKTON","MA",02302,"No","No","N/A","N/A","03/08/2011",05/19/2011,"Warning Letter","","1140.14(c)-Use of vending machine in non-exempt facility"
"SPRINT MART 108","4405 ROBINSON RD","JACKSON","MS",39209,"Yes","No","N/A","N/A","Not available",05/19/2011,"No Violations Observed","","N/A"
"SUNFLOWER FOOD STR #121","1900 HARDY ST","HATTIESBURG","MS",39401,"Yes","No","N/A","N/A","Not available",05/19/2011,"No Violations Observed","","N/A"
"AMOCO FOOD SHOP #14","3649 HWY 15 N","LAUREL","MS",39441,"Yes","No","N/A","N/A","Not available",05/19/2011,"No Violations Observed","","N/A"
"CVS PHARMACY 1437","1301 W PATRICK ST","FREDERICK","MD",21702,"No","No","N/A","N/A","Not available",05/19/2011,"No Violations Observed","","N/A"
"CASEY'S GENERAL STORE #1535","1411 N OHIO ST","AUGUSTA","KS",67010,"No","No","N/A","N/A","Not available",05/19/2011,"No Violations Observed","","N/A"
"PRESTO #1632","610 W 7TH AVE","AUGUSTA","KS",67010,"No","No","N/A","N/A","Not available",05/19/2011,"No Violations Observed","","N/A"
"7-ELEVEN STORE 16342D 2541","1042 W PATRICK ST","FREDERICK","MD",21702,"No","No","N/A","N/A","Not available",05/19/2011,"No Violations Observed","","N/A"
"DILLONS #18","1510 OHIO","AUGUSTA","KS",67010,"No","No","N/A","N/A","Not available",05/19/2011,"No Violations Observed","","N/A"
"CASEY'S GENERAL STORE #1890","219 S GRAND AVE","LYONS","KS",67554,"No","No","N/A","N/A","Not available",05/19/2011,"No Violations Observed","","N/A"
"CASEY'S GENERAL STORE #2963","1314 N ROSEHILL RD","ROSE HILL","KS",67133,"No","No","N/A","N/A","Not available",05/19/2011,"No Violations Observed","","N/A"
"PRESTO #35","514 S ANDOVER RD","ANDOVER","KS",67002,"No","No","N/A","N/A","Not available",05/19/2011,"No Violations Observed","","N/A"
"3J MARKET","88 AUBURN ST","LAWRENCE","MA",01841,"No","No","N/A","N/A","Not available",05/19/2011,"No Violations Observed","","N/A"
"JR FOOD MART #41","1000 N MAIN","HATTIESBURG","MS",39401,"Yes","No","N/A","N/A","Not available",05/19/2011,"No Violations Observed","","N/A"
"SPACEWAY OIL CO NO 514","516 SECOND STREET","PELAHATCHIE","MS",39145,"Yes","Yes","Cigarettes in a package","Other","04/12/2011",05/19/2011,"Warning Letter","","1140.14(a)-Sale to a minor;1140.14(b)(1)-Failure to verify age"
"BIG STAR #518","810 JAMES STREET","HATTIESBURG","MS",39401,"Yes","No","N/A","N/A","Not available",05/19/2011,"No Violations Observed","","N/A"
"BIG STAR #519","1224 N MAIN","HATTIESBURG","MS",39401,"Yes","No","N/A","N/A","Not available",05/19/2011,"No Violations Observed","","N/A"
"CUMBERLAND FARMS #5591","146 BRIDGE STREET","GARDINER","ME",04345,"Yes","Yes","Cigarettes in a package","Other","08/24/2011",05/19/2011,"Warning Letter","","1140.14(a)-Sale to a minor;1140.14(b)(1)-Failure to verify age"
"CVS PHARMACY 5875","6001 HIGHBRIDGE RD","BOWIE","MD",20720,"No","No","N/A","N/A","Not available",05/19/2011,"No Violations Observed","","N/A"
"DILLONS #7","212 BROADWAY","STERLING","KS",67579,"No","No","N/A","N/A","Not available",05/19/2011,"No Violations Observed","","N/A"
"7-ELEVEN","311 E IRVING PARK ROAD","WOOD DALE","IL",60191,"Yes","Yes","Cigarettes in a package","Other","04/22/2011",05/19/2011,"Warning Letter","","1140.14(a)-Sale to a minor"
"7-ELEVEN","650 MOUNT AUBURN ST","WATERTOWN","MA",02472,"No","No","N/A","N/A","Not available",05/19/2011,"No Violations Observed","","N/A"
"CIRCLE K # 7007","759 WESTERN AVE","MANCHESTER","ME",04351,"No","No","N/A","N/A","Not available",05/19/2011,"No Violations Observed","","N/A"
"CIRCLE K # 7035","92 MAIN ST","MADISON","ME",04950,"No","No","N/A","N/A","Not available",05/19/2011,"No Violations Observed","","N/A"
"CIRCLE K # 7039","445 KENNEDY DR","WATERVILLE","ME",04901,"No","No","N/A","N/A","Not available",05/19/2011,"No Violations Observed","","N/A"
"AMERISTAR STORE NUMBER 8","1005 WALLACE WAY","GRANDVIEW","WA",98930,"Yes","Yes","Cigarettes in a package","Other","04/21/2011",05/19/2011,"Warning Letter","","1140.14(a)-Sale to a minor"
"DILLONS STORE #85","225 E CLOUD AVE","ANDOVER","KS",67002,"No","No","N/A","N/A","Not available",05/19/2011,"No Violations Observed","","N/A"
"FOOD GIANT #98","945 E MALONE","SIKESTON","MO",63801,"No","No","N/A","N/A","Not available",05/19/2011,"No Violations Observed","","N/A"
"RITE AID PHARMACY","7 E SILVER ST","WESTFIELD","MA",01085,"No","No","N/A","N/A","Not available",05/19/2011,"No Violations Observed","","N/A"
"RITE AID","75 S BOLTON ST","MARLBOROUGH","MA",01752,"No","No","N/A","N/A","Not available",05/19/2011,"No Violations Observed","","N/A"
"ANDYS VARIETY","349 E MOUNTAIN RD","WESTFIELD","MA",01085,"No","No","N/A","N/A","Not available",05/19/2011,"No Violations Observed","","N/A"
